ItemType,Domain,CreatedAt,ItemID,Recommendable,URL,Title,category,text,keywords,categories
Document,418,2003-03-11 07:32:06,259709975,false,http://www.ksta.de/wirtschaft/7-2-millionen-in-deutschland-ohne-arbeit 15187248 14280070.html,7 2 Millionen in Deutschland ohne Arbeit,0,Seit langem ist die Arbeitslosen- statistik in der Diskussion. Jetzt haben Nürnberger Forscher berechnet  dass über die offziellen 4 7 Millionen hinaus weitere 2 5 Millionen Menschen dort gar nicht berücksichtigt sind.,,0#4
Document,418,2003-04-09 06:38:24,257968961,false,http://www.ksta.de/region/gestalter-einer-stadt-aera 15189102 14264176.html,Gestalter einer Stadt-Ära,0,Empfang zum 75. Geburtstag von Adolf Herkenrath.,,0#34
Document,418,2003-08-18 06:29:06,257968335,false,http://www.ksta.de/region/ohne-umleitung-droht-stillstand 15189102 14197832.html,Ohne Umleitung droht Stillstand,0,In diesem Jahr werden in NRW 111 Millionen Euro in Autobahnen  61 Millionen Euro in Bundesstraßen und 48 Millionen Euro in die Sanierung von Landstraßen investiert. Das freut die Autofahrer - wenn sie informiert sind und die Staustellen umfahren können. A,,0#34
Document,418,2003-09-03 06:17:15,102378429,false,http://www.ksta.de/archiv/-lindenstrasse--trauert--schauspielerin-ute-mora-ist-tot 16592382 14190502.html,„Lindenstraße“ trauert: Schauspielerin Ute Mora ist tot,2879385,Die "Lindenstraßen"-Schauspielerin Uta Mora ist tot. Sie starb am Mittwochmorgen im Alter von 58 Jahren plötzlich und unerwartet in München. Die Schauspielerin wurde durch die Rolle der Berta Griese in der ARD-Serie bekannt.,,2879385#0#41
Document,418,2003-09-08 07:50:54,263106031,false,http://www.ksta.de/politik/spd-fordert-zwangsabgabe-der-privatkassen 15187246 14188090.html,SPD fordert Zwangsabgabe der Privatkassen,0,SPD-General- sekretär Olaf Scholz hat sich für die Einführung einer „alle Bürger umfassenden Versicherung“ im Gesundheitsbereich ausgesprochen.,,0#20
Document,418,2003-09-17 05:18:25,142582578,false,http://www.ksta.de/archiv/eine-herzensangelegenheit--beim-prozessor-zaehlt-nicht-nur-der-takt 16592382 14183002.html,Eine Herzensangelegenheit: Beim Prozessor zählt nicht nur der Takt,2879385,Verbraucher sollten beim Computerkauf besonders auf den Prozessor achten. Keineswegs ist es jedoch damit getan  die Taktfrequenz verschiedener Chips miteinander zu vergleichen.,,2879385#0#41
Document,418,2003-10-16 04:03:23,259833411,false,http://www.ksta.de/sport/box-idol-laszlo-papp-gestorben 15189364 14168722.html,Box-Idol Laszlo Papp gestorben,0,Der dreifache Olympiasieger war einer der berühmtesten Sportler Ungarns. Er wurde 78 Jahre alt.,,0#2
Document,418,2003-11-02 04:59:50,98390875,false,http://www.ksta.de/koeln/aus-dem-leben-eines-ringpaten 15187530 14160336.html,Aus dem Leben eines Ringpaten,2875514,Aytekin Toy kann nachtragend sein. Er hat nicht vergessen  wer seinerzeit als Kronzeuge der Staatsanwaltschaft gegen ihn aufgetreten ist. Heute steht sein Gegner vor Gericht.,,0#2875514#31
Document,418,2003-11-12 05:58:28,140421819,false,http://www.ksta.de/region/flinke-junge-schwimmer 15189102 14154786.html,Flinke junge Schwimmer,2879993,Der Schwimmverein Leichlingen hat einen erfolgreichen Nachwuchs - das bewies er beim Vergleichswettkampf.,,0#34#2879993
Document,418,2004-01-07 04:37:43,259072037,false,http://www.ksta.de/junge-zeiten/ihr-speer-muss-ueber-50-meter-fliegen 16129136 14128928.html,Ihr Speer muss über 50 Meter fliegen,0,1) Ich bin Katharina Molitor (20) und mache seit sieben Jahren Volleyball und Speerwurf. 2) Die deutsche Jugendmeisterschaft 2001 im Speer mit 48 53 Metern. 3) Ich setze mir meine...,,0#125
Document,418,2004-01-08 06:08:41,135487180,false,http://www.ksta.de/medien/philipp-gab-sich-selbst-die-klappe 15189656 14128464.html,Philipp gab sich selbst die Klappe,2879432,In der „SOKO Leipzig“-Folge  die das ZDF am Freitag um 21.15 Uhr ausstrahlt  spielt der Autist Philipp Danguillier die Hauptrolle. Sein Ziehvater  Michel Bielawa (39)  führte Regie. Marianne Kolarik sprach mit ihm.,,0#2879432#5
Document,418,2004-02-06 05:08:11,265531598,false,http://www.ksta.de/region/panorama-der-lernmittel 15189102 14113744.html,Panorama der Lernmittel,0,Am Montag beginnt in Köln die Bildungsmesse "didacta". Sie bietet Neuheiten der Schul-Ausstattung und Diskussionen über die Probleme  Methoden und Inhalte von Bildung.,,0#34
Document,418,2004-02-18 06:28:23,85315503,false,http://www.ksta.de/region/eine-koestliche-zweierbeziehung 15189102 14108800.html,Eine köstliche Zweierbeziehung,2879993,Beim Betreten des Weinhauses mit „Backes“ mit in Heddinghausen bei Much stellt sich sofort ein Gefühl ein  das jeden Gastronom erfreut: Im „Backes“ fühlt man sich sofort wohl. Inhaberin Brigitte Koebnick führt das Restaurant mit ihrem Mann Udo.,,0#34#2879993
Document,418,2004-03-19 06:34:05,98591270,false,http://www.ksta.de/koeln/gerda-millowitsch-ist-gestorben 15187530 14094714.html,Gerda Millowitsch ist gestorben,2875514,Tochter Mariele wachte bei ihrer Mutter im Krankenhaus Hohenlind  als das Herz der 81-Jährigen aufhörte zu schlagen. Beigesetzt wird Gerda Millowitsch auf dem Melatenfriedhof.,,0#2875514#31
Document,418,2004-05-06 07:51:04,259303301,false,http://www.ksta.de/politik/wettlauf-gegen-die-abgabe 15187246 14071796.html,Wettlauf gegen die Abgabe,0,Ein Ausbildungspakt von Wirtschaft und Politik soll dem Gesetz zuvor kommen. Unklar ist  ob mit einem freiwilligen Pakt die Umlage vom Tisch wäre.,,0#20
Document,418,2004-05-21 02:47:27,259303702,false,http://www.ksta.de/sport/ruetz-trifft-in-koeln-auf-rupprath 15189364 14064602.html,Rütz trifft in Köln auf Rupprath,0,Bei den am Wochenende stattfindenden NRW-Meisterschaften im Schwimmen ist der FC Quadrath-Ichendorf mit fünf Aktiven vertreten. Insgesamt gehen im Landesleistungszentrum an der...,,0#2
Document,418,2004-07-18 04:33:26,257972712,false,http://www.ksta.de/panorama/schach-genie-fischer-in-tokio-verhaftet 15189504 14036606.html,Schach-Genie Fischer in Tokio verhaftet,2879560,Genialität und Wahnsinn  so sagt man  liegen oft eng beieinander. Zwei Jahrzehnte lang galt Bobby Fischer als verschollen - nachdem er auf dem Höhepunkt seines Ruhms abgetaucht war.,,0#36#2879560
Document,418,2004-07-19 01:54:14,104853815,false,http://www.ksta.de/archiv/hundertwasser-in-holland 16592382 14036086.html,Hundertwasser in Holland,2879385,Die Kunsthalle in Rotterdam zeigt noch bis zum 5. September eine Ausstellung zu Friedensreich Hundertwasser. Unter dem Titel „Fantastische Architektur“ stellen die Ausstellungsmacher anhand von Modellen und Gemälden die eigensinnigen und unkonventionellen,,2879385#0#41
Document,418,2004-07-29 05:26:10,126397652,false,http://www.ksta.de/region/brutale-tat-dreier-maedchen-macht-alle-fassungslos 15189102 14030146.html,Brutale Tat dreier Mädchen macht alle fassungslos,2879993,Die Polizei setzt auf die Hilfe der Bevölkerung  um die drei Mädchen zu fassen  die am Dienstagmittag in Alkenrath ein 86-jährige gehbehinderte Frau brutal überfielen und beraubten.,,0#34#2879993
Document,418,2004-10-10 11:09:38,103065653,false,http://www.ksta.de/region/eine-hochzeit-wie-im-maerchen 15189102 13995536.html,Eine Hochzeit wie im Märchen,2879993,Eine Märchenhochzeit fand am Samstag in der Schlosskirche statt: Ilka (35)  einzige Tochter des Lehrerehepaares Karl-Gustav und Gudrun Wülfing aus Röttgen (Gemeinde Nümbrecht) und...,,0#34#2879993
Document,418,2004-10-20 05:23:17,96389369,false,http://www.ksta.de/junge-zeiten/sex-im-autokino-gibt-s-nicht-mehr 16129136 13964150.html,Sex im Autokino gibt's nicht mehr,2879831,Mit stoischer Ruhe sitzt Heinz Schmidt vor der Snackbar des „Drive In Autokino“ in Köln-Porz und trinkt seinen Kaffee. Heinz Schmidt ist hier der Filmvorführer  seit mittlerweile 35 Jahren macht er den Job nun schon  „mit Leidenschaft“  wie er sagt.,,0#125#2879831
Document,418,2004-11-23 03:00:56,85698457,false,http://www.ksta.de/politik/rueckblick-1997-teil-2--germanen-zucht-in-schaefers-colonia-dignidad- 15187246 13973162.html,Rückblick 1997 Teil 2: Germanen-Zucht in Schäfers Colonia Dignidad?,2870674,Blond  blauäugig  gehorsam: Kinder in der chilenischen "Colonia Dignidad" sollen durch künstliche Befruchtung gezeugt worden sein - Prozesse in Chile,,2870674#0#20
Document,418,2004-12-22 06:35:22,132725372,false,http://www.ksta.de/region/bruehler-setzt-die-zuege-auf-die-schiene 15189102 13957384.html,Brühler setzt die Züge auf die Schiene,2879993,Brühl - Die größte berufliche Herausforderung in seinem Leben erwartet den Brühler Peter Kau im kommenden Jahr. Die Deutsche Bahn setzt auf das Organisationstalent des 63-Jährigen. Er organisiert die Anreise der Besucher zum Weltjugendtag.,,0#34#2879993
Document,418,2005-02-05 02:47:58,259300753,false,http://www.ksta.de/region/papier-gehoert-zum-alltag 15189102 13933448.html,Papier gehört zum Alltag,0,Kürten- Vom zukunftsfähigen Umgang mit Papier erzählt eine Ausstellung  die ab dem 8. Februar im Kürtener Rathaus zu sehen ist. Die Abfallberatung des Bergischen Abfallwirtschaftsverbandes hat sie konzipiert.,,0#34
Document,418,2005-04-22 10:22:55,257959978,false,http://www.ksta.de/koeln/eklat-um-koelner-vize-polizeichef 15187530 13890732.html,Eklat um Kölner Vize-Polizeichef,0,Wegen islamkritischer Äußerungen ist der stellvertretende Kölner Polizeipräsident Dieter Klinger offenbar in die Kritik geraten. Er soll bei einem Vortrag in Emden vor einem "Kampf der Kulturen" gewarnt haben.,,0#31
Document,418,2005-07-28 06:15:24,259706248,false,http://www.ksta.de/panorama/nach-der-freude-bittere-ernuechterung 15189504 13835628.html,Nach der Freude bittere Ernüchterung,0,Die NASA hat sich zu früh gefreut. Auf  die Jubelstimmung nach dem Start der Discovery folgte nur einen Tag  später die bittere Ernüchterung.,,0#36
Document,418,2005-09-25 07:15:46,138577395,false,http://www.ksta.de/koeln/mutiger-schritt-ins-artisten-leben 15187530 13798936.html,Mutiger Schritt ins Artisten-Leben,2875514,Buchforst - Linoluckynelli sorgt in Schulen für Zirkusnachwuchs. Mit nackten Füßen auf Glasscherben stehen  Jonglieren  Balancieren - Zirkus ist ganz schön spannend  erfuhren die Kinder.,,0#2875514#31
Document,418,2005-10-06 06:38:16,85436495,false,http://www.ksta.de/panorama/gitarrist-der-band-schuerzenjaeger-ist-tot 15189504 13793164.html,Gitarrist der Band Schürzenjäger ist tot,2879560,Der Gitarrist der Alpenrockgruppe  Florian Leis-Bendorff  hat offensichtlich Selbstmord begangen. "Die Schürzenjäger haben einen lieben Freund und ein  wichtiges Mitglied der Band verloren"  schreibt die Band auf ihrer  Homepage.,,0#36#2879560
Document,418,2006-01-08 09:20:14,259709003,false,http://www.ksta.de/sport/sv-nierfeld-entthront-die-sg-oleftal 15189364 13739560.html,SV Nierfeld entthront die SG Oleftal,0,Der Fußball-Bezirksligist gewinnt im Finale bei der Schleidener Stadtmeisterschaft deutlich mit 6:1.,,0#2
Document,418,2006-02-04 12:30:36,264621656,false,http://www.ksta.de/politik/irans-atompolitik-kommt-vor-sicherheitsrat 15187246 13722202.html,Irans Atompolitik kommt vor Sicherheitsrat,0,Nach monatelangem Tauziehen kommt Irans umstrittene Atompolitik jetzt vor den Sicherheitsrat der Vereinten Nationen.,,0#20
Document,418,2006-03-06 02:11:01,127164501,false,http://www.ksta.de/politik/aenderungen-im-grundgesetz-seit-1949 15187246 13705174.html,Änderungen im Grundgesetz seit 1949,2870674,Politisch umstritten war die etwa Einfügung der so genannten Notstandsverfassung im Jahr 1968. Nach der Wiedervereinigung wurde über die Schaffung einer neuen Verfassung beraten - eine Möglichkeit  die das Grundgesetz für diesen Fall ausdrücklich vorsah.,,2870674#0#20
Document,418,2006-03-10 01:45:01,127070305,false,http://www.ksta.de/archiv/mehr-zusatzvorsorge-gefordert 16592382 13702492.html,Mehr Zusatzvorsorge gefordert,2879385,Die Menschen in Deutschland werden nach Ansicht von Sozialminister Franz Müntefering (SPD) nur dann im Alter abgesichert sein  wenn sie mehr privat vorsorgen. Eine private Pflichtversicherung lehnte er jedoch ab.,,2879385#0#41
Document,418,2006-03-27 06:44:54,85391187,false,http://www.ksta.de/debatte/pro-und-contra-wahlpflicht 15188012 13692650.html,Pro und Contra Wahlpflicht,2880378,Angesichts der niedrigen Wahlbeteiligung bei den Landtagswahlen in Baden-Württemberg  Rheinland-Pfalz und Sachsen-Anhalt ist die Diskussion über die Einführung einer Wahlpflicht wieder entbrannt. Tobias Kaufmann und Günter Otten sammeln ,,0#2880378#60
Document,418,2006-06-01 02:03:14,101311042,false,http://www.ksta.de/archiv/kvb-partywagen-perfekt-zum-feiern 16592382 13654154.html,KVB-Partywagen perfekt zum Feiern,2879385,Der „Festsaal“ ist 30 Meter lang und 2 50 Meter breit. Zum Wohnen eher ungeeignet  aber zum Feiern optimal. Und wenn sich der Fetenraum auch noch durch Köln und Umgebung schlängelt  haben Sie das perfekte Ambiente für eine gelungene Veranstaltung.,,2879385#0#41
Document,418,2006-06-02 05:09:26,107089970,false,http://www.ksta.de/region/in-der-schuluniform-zum-empfang 15189102 13653168.html,In der Schuluniform zum Empfang,2879993,Bergisch Gladbach - In ihren Festtags-Schuluniformen kamen die 13 Schülerinnen und Schüler eines polnischen Gymnasiums aus Jaroslaw ins Rathaus  zum Empfang bei Vize-Bürgermeister Karl-Hubert Hagen.,,0#34#2879993
Document,418,2006-06-05 07:45:13,85484082,false,http://www.ksta.de/koeln/die--traum--taenzer-von-koeln 15187530 13652200.html,Die (Traum-)Tänzer von Köln,2875514,Vor 25 Jahren wurde die Bhagwan-Gemeinde gegründet und erreichte ganz schnell einen Kultstatus. Aus den Kommune-Elementen von einst ist ein Firmengeflecht geworden.,,0#2875514#31
Document,418,2006-06-28 09:44:54,85377024,false,http://www.ksta.de/region/ein-ort-der-abgeschiedenheit 15189102 13638508.html,Ein Ort der Abgeschiedenheit,2879993,Pulheim-Stommelerbusch - Ohne Auto und Gefriertruhe ist man in Stommelerbusch aufgeschmissen. Die Menschen in dem Dorf im Norden des Rhein-Erft-Kreises schätzen diese Ruhe.,,0#34#2879993
Document,418,2006-07-24 03:39:15,85381964,false,http://www.ksta.de/region/-es-ist-mehr-als-nur-die-pinzette-reichen- 15189102 13482726.html,„Es ist mehr als nur die Pinzette reichen“,2879993,Denise Pönisch arbeitet als Sektionsassistentin bei der Rechtsmedizin in Köln. Sie hat den ganzen Tag mit Leichen zu tun und hilft den Ärzten beim Forschen nach der Todesursache.,,0#34#2879993
Document,418,2006-08-08 06:14:26,85349256,false,http://www.ksta.de/region/ein-geheimbund-in-kenia-stand-pate 15189102 13615870.html#plx1499370980,Ein Geheimbund in Kenia stand Pate,2879993,Frechen - Die Siedlung am Stadion in Frechen besteht seit 50 Jahren. Die Häuser mit besonderer Architektur sollten Akademiker und Mittelständler in das „Bergarbeiterdorf“ locken.,,0#2879993
Document,418,2006-09-18 02:44:56,259715810,false,http://www.ksta.de/politik/somalischer-praesident-entkommt-attentat 15187246 13591566.html?piano_t=1,Somalischer Präsident entkommt Attentat,2870674,Eine Autobombe explodierte  als der somalische Präsident Abdullahi Yusuf in Baidoa das Parlamentsgebäude verlassen habe  berichteten Augenzeugen. Mindestens drei Menschen wurden verletzt.,,2870674#0
Document,418,2006-09-19 07:47:11,257958581,false,http://www.ksta.de/debatte/kleine-kniffe--grosse-wirkung 15188012 13590342.html,Kleine Kniffe  große Wirkung,2880378,Wer große Visionen oder ungewöhnliche Ideen hinter dem „Kölner Intensivtäter-Projekt“ vermutet  wird verwundert sein. Das Modell ist nichts anderes als eine Summe von Selbstverständlichkeiten und kleinen Kniffen...,,0#2880378#60
Document,418,2006-10-17 09:06:38,259258720,false,http://www.ksta.de/fussball/egidius-braun-auf-dem-weg-der-besserung 15189340 13573046.html,Egidius Braun auf dem Weg der Besserung,0,Der beliebte Ex-Präsident des Deutschen Fußball-Bundes liegt nach einem erneuten Schlaganfall bereits seit Montag in einer Klinik. Er befinde sich aber außer Lebensgefahr  hieß es aus Bekanntenkreisen.,,0#12
Document,418,2006-11-24 07:08:07,85340773,false,http://www.ksta.de/panorama/es-tut-noch-so-verdammt-weh 15189504 13547650.html,Es tut noch so verdammt weh,2879560,2005 starb die 22 Jahre alte Meike Schneider an Leukämie. Ihre Eltern  Präses Nikolaus Schneider und seine Frau  sinnen in Briefen über diesen Verlust nach. Wir drucken Auszüge.,,0#36#2879560
Document,418,2006-12-05 03:58:05,85935680,false,http://www.ksta.de/region/-das-gehoert-zusammen- 15189102 13541476.html,„Das gehört zusammen“,2879993,Türnich / Balkhausen - Es gibt viele gemeinsame Vereine und Einrichtungen in Türnich und Balkhausen. Der Doppelort ist ein idyllisch gelegenes Straßendorf mit einem schönen Schloss.,,0#34#2879993
Document,418,2006-12-06 07:29:29,85620260,false,http://www.ksta.de/koeln/letzte-ehre-fuer-ex-milieugroesse 15187530 13540378.html,Letzte Ehre für Ex-Milieugröße,2875514,Rund 300 Trauergäste hatten sich auf dem Friedhofs in Brück eingefunden  um Senol Ö.  einen ehemaligen Kölner Türsteher   beizusetzen. Vor zehn Jahren war er bei einer Schießerei auf den Ringen verletzt worden und seitdem gelähmt.,,0#2875514#31
Document,418,2006-12-11 06:03:37,265546988,false,http://www.ksta.de/region/grosse-bitte-zum-finale 15189102 13537582.html,Große Bitte zum Finale,2879993,Leverkusen - Junge Eistänzer traten für den Erhalt ihrer Eissporthalle ein. Auf eine „kulinarische Weltreise“ nahmen die jungen Eissportler des TSV Bayer 04 Leverkusen rund 700 kleine und große Zuschauer mit.,,0#34#2879993
Document,418,2006-12-27 03:02:16,86313614,false,http://www.ksta.de/politik/die-wichtigsten-etappen-auf-dem-weg-zur-eu 15187246 13528762.html,Die wichtigsten Etappen auf dem Weg zur EU,2870674,Die Staats- und Regierungschefs wollen am 25. März in Berlin mit einem Sondergipfel feierlich an die Unterzeichnung der Römischen Verträge vor 50 Jahren erinnern. Diese gelten als Gründungsakt der späteren Europäischen Union.,,2870674#0#20
Document,418,2007-03-01 02:52:47,259143801,false,http://www.ksta.de/region/mit-system-zum-erfolg 15189102 13489308.html,Mit System zum Erfolg,0,Leverkusen - BaySystems® wird zur Dachmarke für das gesamte Polyurethan-Systemgeschäft von Bayer MaterialScience Mit System zum Erfolg Weltweit hoher Qualitätsstandard bei Produkten und Kundenbetreuung.,,0#34
Document,418,2007-03-01 05:21:31,259646460,false,http://www.ksta.de/region/falscher-polizist-vor-gericht 15189102 13489020.html,Falscher Polizist vor Gericht,0,Königswinter - In Polizei-Uniform wollte der Angeklagte auf einem Motorradfahrertreffen glänzen. Doch bereits nach 250 Metern wurde der Verwaltungsangestellte eines Bundesministeriums von zwei Polizisten gestoppt.,,0#34
Document,418,2007-03-13 05:57:56,259705999,false,http://www.ksta.de/region/autobahn-59-achtspurig-werden 15189102 13479862.html,Autobahn 59 achtspurig werden,0,Sankt Augustin - Die A 59 soll zwischen dem Autobahndreieck Sankt Augustin und dem Dreieck Bonn-Beuel von derzeit sechs auf acht Spuren ausgebaut werden. Dies bestätigte Projektleiter Jürgen Abs vom Landesbetrieb Straßen (LBS) in Bonn gestern auf Anfrage.,,0#34
Document,418,2007-03-20 01:03:29,259831507,false,http://www.ksta.de/archiv/drama-im-bergwerk 16592382 13475372.html,Drama im Bergwerk,0,,,0#41
Document,418,2007-04-12 06:06:03,136935409,false,http://www.ksta.de/region/hennefer-familie-kauft-das-hotel-balensiefen 15189102 13460924.html,Hennefer Familie kauft das Hotel Balensiefen,2879993,Der für gestern angesetzte  zweite Termin für die Zwangsversteigerung des Hotel Balensiefen am Siegburger Europaplatz ist ausgefallen. Der Gläubiger  der Deutsche...,,0#34#2879993
